gbifapi_acceptedScientificName	gbifapi_acceptedKey	kingdom	invasionStage	datasetName	presenceBE	gbifapi_scientificName	index
Austrostipa nitida (Summerh. & C.E.Hubb.) S.W.L.Jacobs & J.Everett	4105208	Plantae	introduced	plants	present	Austrostipa nitida (Summerh. & C.E.Hubb.) S.W.L.Jacobs & J.Everett	1873
Austrostipa scabra subsp. falcata (Hughes) S.W.L.Jacobs & J.Everett	4104890	Plantae	introduced	plants	present	Austrostipa scabra subsp. falcata (Hughes) S.W.L.Jacobs & J.Everett	1874
Austrostipa scabra subsp. scabra	6710856	Plantae	introduced	plants	present	Austrostipa scabra subsp. scabra	1875
Austrostipa verticillata (Nees ex Spreng.) S.W.L.Jacobs & J.Everett	4104718	Plantae	introduced	plants	present	Austrostipa verticillata (Nees ex Spreng.) S.W.L.Jacobs & J.Everett	1876
Avena barbata Pott ex Link	2705300	Plantae	introduced	plants	present	Avena barbata Pott ex Link	1877
Avena brevis Roth	4154800	Plantae	introduced	plants	present	Avena brevis Roth	1878
Avena nuda L.	8174035	Plantae	introduced	plants	present	Avena nuda L.	1881
Avena sativa L.	2705290	Plantae	introduced	plants	present	Avena sativa L.	1882
Avena sterilis subsp. ludoviciana (Durieu) Gillet & Magne	8429888	Plantae	introduced	plants	present	Avena sterilis subsp. ludoviciana (Durieu) Nyman	1884
Avena sterilis subsp. sterilis	7226804	Plantae	introduced	plants	present	Avena sterilis subsp. sterilis	1885
Avena strigosa Schreb.	2705295	Plantae	introduced	plants	present	Avena strigosa Schreb.	1886
Axonopus fissifolius (Raddi) Kuhlm.	2705932	Plantae	introduced	plants	present	Axonopus fissifolius (Raddi) Kuhlm.	1888
Axyris amaranthoides L.	6447806	Plantae	introduced	plants	present	Axyris amaranthoides L.	308
Azolla filiculoides Lam.	2650107	Plantae, nan	established, invasive	harmonia, plants	present	Azolla filiculoides Lam.	43, 2492
Baccharis halimifolia L.	3129663	Plantae, nan	established, invasive	harmonia, plants	present	Baccharis halimifolia L.	44, 527
Balanus amphitrite Darwin, 1854	2115729	Animalia	to be determined by experts	wrims	present	Balanus amphitrite Darwin, 1854	9368
Balanus improvisus Darwin, 1854	2115717	Animalia	to be determined by experts	wrims	present	Balanus improvisus Darwin, 1854	9369
Balanus trigonus Darwin, 1854	2115724	Animalia	introduced	wrims	present	Balanus trigonus Darwin, 1854	9370, 9371
Ballota nigra subsp. nigra	6409536	Plantae	established	plants	present	Ballota nigra subsp. nigra	1523
Barbarea stricta Andrz. ex Besser	5374614	Plantae	established	plants	present	Barbarea stricta Andrz.	871
Barbarea verna (Mill.) Asch.	5374672	Plantae	established	plants	present	Barbarea verna (Mill.) Asch.	872
Barentsia ramosa (Robertson, 1900)	5188774	Animalia	introduced	wrims	present	Barentsia ramosa (Robertson, 1900)	9372
Bartsia trixago L.	3171813	Plantae	introduced	plants	present	Bartsia trixago L.	1730
Bassia hyssopifolia (Pall.) Kuntze	5383909	Plantae	introduced	plants	present	Bassia hyssopifolia (Pall.) Kuntze	309
Bassia laniflora (S. G. Gmel.) A. J. Scott	5568188	Plantae	introduced	plants	present	Bassia laniflora (S. G. Gmel.) A. J. Scott	310
Bassia scoparia (L.) Voss	7852603	Plantae	established	plants	present	Bassia scoparia (L.) Voss	311
Beckmannia syzigachne (Steud.) Fernald	5290059	Plantae	introduced	plants	present	Beckmannia syzigachne (Steud.) Fernald	1889
Berberis aquifolium Pursh	3033868	Plantae, nan	established, invasive	harmonia, plants	present	Berberis aquifolium Pursh, Mahonia aquifolium (Pursh) Nutt.	105, 785
Berberis darwinii Hook.	3033905	Plantae	introduced	plants	present	Berberis darwinii Hook.	786
Berberis gagnepainii C. K. Schneid.	4938160	Plantae	introduced	plants	present	Berberis gagnepainii C. K. Schneid.	787
Berberis julianae C. K. Schneid.	3981543	Plantae	established	plants	present	Berberis julianae C. K. Schneid.	788
Berberis ottawensis C. K. Schneid.	3033898	Plantae	introduced	plants	present	Berberis ottawensis C. K. Schneid.	791
Berberis thunbergii DC.	3033896	Plantae	introduced	plants	present	Berberis thunbergii DC.	789
Berberis wilsoniae Hemsl.	3981814	Plantae	introduced	plants	present	Berberis wilsoniae Hemsl.	790
Berberis ×hybridogagnepainii Suringar	4938153	Plantae	introduced	plants	present	Berberis ×hybridogagnepainii Suringar	792
Berteroa incana (L.) DC.	3053522	Plantae	established	plants	present	Berteroa incana (L.) DC.	873
Beta macrocarpa Guss.	5567951	Plantae	introduced	plants	present	Beta macrocarpa Guss.	312
Beta trigyna Waldst. & Kit.	5383926	Plantae	introduced	plants	present	Beta trigyna Waldst. & Kit.	313
Beta vulgaris subsp. vulgaris	7068845	Plantae	introduced	plants	present	Beta vulgaris subsp. vulgaris	314
Betula nana L.	5332004	Plantae	introduced	plants	present	Betula nana L.	800
Betula papyrifera Marshall	5332120	Plantae	introduced	plants	present	Betula papyrifera Marshall	801
Bidens bipinnata L.	5389402	Plantae	introduced	plants	present	Bidens bipinnata L.	528
Bidens connata Muhl. ex Willd.	5392083	Plantae	established	plants	present	Bidens connata Muhl. ex Willd.	529
Bidens frondosa Buch.-Ham. ex Hook.f.	8359115	nan	established	harmonia	present	Bidens frondosa Buch.-Ham.	45
Bidens pilosa L.	5391845	Plantae	introduced	plants	present	Bidens pilosa L.	532
Bidens radiata Thuill.	5392145	Plantae	introduced	plants	present	Bidens radiata Thuill.	533
Bidens subalternans DC.	5391882	Plantae	introduced	plants	present	Bidens subalternans DC.	534
Bidens vulgata Greene	5391810	Plantae	introduced	plants	present	Bidens vulgata Greene	536
Bifora radians Bieb.	5371870	Plantae	introduced	plants	present	Bifora radians Bieb.	387
Bifora testiculata (L.) Roth	7412216	Plantae	introduced	plants	present	Bifora testiculata (L.) Spreng.	388
Bistorta affinis (D. Don) Greene	4033335	Plantae	introduced	plants	present	Bistorta affinis (D. Don) Greene	2212
Bistorta amplexicaulis (D. Don) Greene	7291264	Plantae	introduced	plants	present	Bistorta amplexicaulis (D. Don) Greene	2213
Blitum capitatum L.	5383971	Plantae	introduced	plants	present	Blitum capitatum L.	315
Blitum nuttallianum Schult.	5568899	Plantae	introduced	plants	present	Blitum nuttallianum Schult.	316
Blumenbachia hieronymi Urb.	5646410	Plantae	introduced	plants	present	Blumenbachia hieronymi Urb.	1603
Bonamia ostreae Pichot, Comps, Tigé, Grizel & Rabouin, 1980	8050384	Chromista	established, to be determined by experts	wrims	present	Bonamia ostreae Pichot, Comps, Tigé, Grizel & Rabouin, 1980	9373, 9374
Borago officinalis L.	2926110	Plantae	introduced	plants	present	Borago officinalis L.	821
Boreava orientalis Jaub. & Spach	3051213	Plantae	introduced	plants	present	Boreava orientalis Jaub. & Spach	874
Bothriochloa decipiens (Hack.) C.E.Hubb.	2704112	Plantae	introduced	plants	present	Bothriochloa decipiens (Hack.) C.E.Hubb.	1890
Bothriochloa ischaemum (L.) Keng	2704102	Plantae	introduced	plants	present	Bothriochloa ischaemum (L.) Keng	1891
Bothriochloa macra (Steud.) S.T.Blake	4136695	Plantae	introduced	plants	present	Bothriochloa macra (Steud.) S.T.Blake	1892
Botrychium simplex E. Hitchc.	2650180	Plantae	introduced	plants	present	Botrychium simplex E. Hitchc.	1724
Botrylloides violaceus Oka, 1927	4354941	Animalia	established, to be determined by experts	wrims	present	Botrylloides violaceus Oka, 1927	9375, 9376
Brachiaria eruciformis (Sm.) Griseb.	2704068	Plantae	introduced	plants	present	Moorochloa eruciformis (Sm.) Veldkamp	2067
Brachyachne convergens (F.Muell.) Stapf	4131558	Plantae	introduced	plants	present	Brachyachne convergens (F.Muell.) Stapf	1893
Brachypodium distachyon (L.) P.Beauv.	5290143	Plantae	introduced	plants	present	Brachypodium distachyon (L.) P.Beauv.	1894
Branchiodrilus hortensis (Stephenson, 1910)	4812260	Animalia	established	macroinvertebrates	present	Branchiodrilus hortensis (Stephenson, 1910)	168
Branchiura sowerbyi Beddard, 1892	2308574	Animalia	established	macroinvertebrates	present	Branchiura sowerbyi Beddard, 1892	170
Branta canadensis (Linnaeus, 1758)	5232437	nan	invasive	harmonia	present	Branta canadensis (Linnaeus, 1758)	46, 47
Branta leucopsis (Bechstein, 1803)	5232464	nan	invasive	harmonia	present	Branta leucopsis (Bechstein, 1803)	48
Brassica barrelieri (L.) Janka	3042799	Plantae	introduced	plants	present	Brassica barrelieri (L.) Janka	875
Brassica elongata subsp. integrifolia (Boiss.) Breistr.	3042889	Plantae	introduced	plants	present	Brassica elongata subsp. integrifolia (Boiss.) Breistr.	876
Brassica juncea (L.) Czern.	3042751	Plantae	introduced	plants	present	Brassica juncea (L.) Czern.	877
Brassica napus L.	3042636	Plantae	introduced	plants	present	Brassica napus L.	878
Brassica oleracea L.	3042845	Plantae	introduced	plants	present	Brassica oleracea L.	879
Brassica rapa L.	7903057	Plantae	introduced	plants	present	Brassica rapa L.	880
Brassica tournefortii Gouan	3042624	Plantae	introduced	plants	present	Brassica tournefortii Gouan	881
Briza maxima L.	2702792	Plantae	introduced	plants	present	Briza maxima L.	1895
Briza minor L.	2702793	Plantae	introduced	plants	present	Briza minor L.	1896
Bromus alopecuros Poir.	2703696	Plantae	introduced	plants	present	Bromus alopecuros Poir.	1897
Bromus arenarius Labill.	2703765	Plantae	introduced	plants	present	Bromus arenarius Labill.	1898
Bromus brevis Steud.	2703731	Plantae	introduced	plants	present	Bromus brevis Steud.	1899
Bromus briziformis Fisch. & C.A.Mey.	2703682	Plantae	introduced	plants	present	Bromus briziformis Fisch. & C.A.Mey.	1900
Bromus catharticus Vahl	2703723	Plantae	unknown	plants	present	Bromus catharticus Vahl	1903
Bromus danthoniae Trin.	2703704	Plantae	introduced	plants	present	Bromus danthoniae Trin.	1904
Bromus hordeaceus subsp. longipedicellatus Spalton	4131042	Plantae	introduced	plants	present	Bromus hordeaceus subsp. longipedicellatus Spalton	1907
Bromus inermis Leyss.	2703670	Plantae	established	plants	present	Bromus inermis Leyss.	1910
Bromus intermedius Guss.	4128347	Plantae	introduced	plants	present	Bromus intermedius Guss.	1911
Bromus lanceolatus Roth	2703733	Plantae	introduced	plants	present	Bromus lanceolatus Roth	1913
Bromus lepidus Holmb.	2703711	Plantae	introduced	plants	present	Bromus lepidus Holmb.	1914
Bromus madritensis L.	2703721	Plantae	established	plants	present	Bromus madritensis L.	1915
Bromus pectinatus Thunb.	4122609	Plantae	introduced	plants	present	Bromus pectinatus Thunb.	1916
Bromus polyanthus Scribn.	8040052	Plantae	introduced	plants	present	Bromus polyanthus Scribn.	1917
Bromus rubens L.	2703740	Plantae	introduced	plants	present	Bromus rubens L.	1918
Bromus scoparius L.	2703720	Plantae	introduced	plants	present	Bromus scoparius L.	1919
Bromus sitchensis Trin.	2703698	Plantae	established	plants	present	Bromus sitchensis Trin.	1920
Bromus squarrosus L.	2703700	Plantae	introduced	plants	present	Bromus squarrosus L.	1921
Bromus ×pseudothominii P.M. Smith	7398575	Plantae	introduced	plants	present	Bromus hordeaceus nothosubsp. pseudothominei (P.M. Smith) H. Scholz	1909
Broussonetia papyrifera (L.) Vent.	5361944	Plantae	introduced	plants	present	Broussonetia papyrifera (L.) Vent.	1656
Brunnera macrophylla (Adams) I. M. Johnst.	8613617	Plantae	introduced	plants	present	Brunnera macrophylla (Adams) I. M. Johnst.	822
Buddleja albiflora Hemsl.	4055853	Plantae	introduced	plants	present	Buddleja albiflora Hemsl.	2526
Buddleja davidii Franch.	3173338	Plantae, nan	established, invasive	harmonia, plants	present	Buddleja davidii Franch.	49, 2527
Bugula neritina (Linnaeus, 1758)	4984851	Animalia	introduced	wrims	present	Bugula neritina (Linnaeus, 1758)	9377
Bugulina simplex (Hincks, 1886)	7668385	Animalia	established, to be determined by experts	wrims	present	Bugula simplex Hincks, 1886	9378, 9379
Bugulina stolonifera (Ryland, 1960)	8428595	Animalia	established, introduced, to be determined by experts	wrims	present	Bugula stolonifera Ryland, 1960	9380, 9381, 9382, 9383
Bunias erucago L.	3050357	Plantae	introduced	plants	present	Bunias erucago L.	882
Bunias orientalis L.	3050364	Plantae	established	plants	present	Bunias orientalis L.	883
Bupleurum croceum Fenzl	3639326	Plantae	introduced	plants	present	Bupleurum croceum Fenzl	389
Bupleurum fruticosum L.	3638793	Plantae	introduced	plants	present	Bupleurum fruticosum L.	390
Bupleurum gerardii All.	5831906	Plantae	introduced	plants	present	Bupleurum gerardii All.	391
Bupleurum odontites L.	3034552	Plantae	introduced	plants	present	Bupleurum odontites L.	392
Bupleurum praealtum L.	6026972	Plantae	introduced	plants	present	Bupleurum praealtum L.	393
Bupleurum subovatum Link ex Spreng.	3034558	Plantae	introduced	plants	present	Bupleurum subovatum Link ex Spreng.	394
Cabomba caroliniana A. Gray	2882443	Plantae, nan	established, nan	harmonia, plants	absent, present	Cabomba caroliniana A. Gray	50, 973
Calandrinia compressa Schrad. ex DC.	4022175	Plantae	introduced	plants	present	Calandrinia compressa Schrad. ex DC.	1652
Calceolaria chelidonioides Kunth	3172127	Plantae	introduced	plants	present	Calceolaria chelidonioides Kunth	978
Calendula arvensis (Vaill.) L.	5391490	Plantae	introduced	plants	present	Calendula arvensis (Vaill.) L.	538
Calendula officinalis L.	5391480	Plantae	introduced	plants	present	Calendula officinalis L.	539
Calibrachoa parviflora (Jussieu) W.G. D'Arcy	7823026	Plantae	introduced	plants	present	Petunia parviflora Juss.	2569
Callicarpa bodinieri H.Lév.	7309012	Plantae	introduced	plants	present	Callicarpa bodinieri H.Lév.	1524
Callinectes sapidus Rathbun, 1896	2225646	Animalia	established, to be determined by experts	macroinvertebrates, wrims	present	Callinectes sapidus Rathbun, 1896	198, 9384, 9385, 9386
Callistephus chinensis (L.) Nees	3092946	Plantae	introduced	plants	present	Callistephus chinensis (L.) Nees	540
Callosciurus erythraeus (Pallas, 1779)	2437394	nan	established	harmonia	present	Callosciurus erythraeus (Pallas, 1779)	51
Callosciurus finlaysonii (Horsfield, 1823)	2437399	nan	nan	harmonia	absent	Callosciurus finlaysonii (Horsfield, 1823)	52
Calotis cuneifolia R.Br.	3098186	Plantae	introduced	plants	present	Calotis cuneifolia R.Br.	541
Calotis hispidula (F.Muell.) F.Muell.	3098176	Plantae	introduced	plants	present	Calotis hispidula (F.Muell.) F.Muell.	542
Calotis lappulacea Benth.	3098183	Plantae	introduced	plants	present	Calotis lappulacea Benth.	543
Calystegia pulchra Brumm. & Heywood	3678949	Plantae	introduced	plants	present	Convolvulus dubius J. L. Gilbert	1097
Camassia leichtlinii subsp. suksdorfii (Greenm.) Gould	2769073	Plantae	introduced	plants	present	Camassia leichtlinii subsp. suksdorfii (Greenm.) Gould	465
Camelina alyssum (Mill.) Thell.	3042399	Plantae	introduced	plants	present	Camelina alyssum (Mill.) Thell.	884
Camelina microcarpa Andrz. ex DC.	3042416	Plantae	introduced	plants	present	Camelina microcarpa Andrz. ex DC.	885
Camelina rumelica Velen.	3042439	Plantae	introduced	plants	present	Camelina rumelica Velen.	886
Camelina sativa (L.) Crantz	3042429	Plantae	introduced	plants	present	Camelina sativa (L.) Crantz	887
Campanula carpatica Jacq.	5410826	Plantae	introduced	plants	present	Campanula carpatica Jacq.	979
Campanula erinus L.	5409852	Plantae	introduced	plants	present	Campanula erinus L.	980
Campanula fenestrellata Feer	5410210	Plantae	unknown	plants	present	Campanula fenestrellata Feer	981
Campanula lactiflora M.Bieb.	5411392	Plantae	introduced	plants	present	Campanula lactiflora M.Bieb.	982
Campanula latifolia L.	5411408	Plantae	established	plants	present	Campanula latifolia L.	983
Campanula medium L.	5411453	Plantae	established	plants	present	Campanula medium L.	984
Campanula portenschlagiana Schult.	5410411	Plantae	established	plants	present	Campanula portenschlagiana Schult.	985
Campanula poscharskyana Degen	5410151	Plantae	established	plants	present	Campanula poscharskyana Degen	986
Campanula rhomboidalis L.	5410480	Plantae	established	plants	present	Campanula rhomboidalis L.	987
Campsis radicans (L.) Seem.	7613490	Plantae	introduced	plants	present	Campsis radicans (L.) Seem.	804
Campylopus introflexus Bridel, 1819	5281901	nan	nan	harmonia	present	Campylopus introflexus Bridel, 1819	53
Canna ×generalis L. H. Bailey	5602664	Plantae	introduced	plants	present	Canna ×generalis L. H. Bailey	996
Cannabis sativa L.	5361880	Plantae	introduced	plants	present	Cannabis sativa L.	994
Caprella mutica Schurin, 1935	5178057	Animalia	established, introduced, to be determined by experts	macroinvertebrates, wrims	present	Caprella mutica Schurin, 1935	177, 9387, 9388, 9389, 9390, 9391
Capsicum annuum L.	2932944	Plantae	introduced	plants	present	Capsicum annuum L.	2550
Carassius auratus (Linnaeus, 1758)	4286942	Animalia	established	fishes	present	Carassius auratus (Linnaeus, 1758)	5
Carassius gibelio (Bloch, 1782)	2366634	Animalia, nan	established, invasive	fishes, harmonia	present	Carassius gibelio (Bloch, 1782)	6, 54
Cardamine corymbosa Hook.f.	3046015	Plantae	established	plants	present	Cardamine corymbosa Hook.f.	888
Cardamine parviflora L.	3046092	Plantae	introduced	plants	present	Cardamine parviflora L.	890
Cardiospermum grandiflorum Sw.	3189935	Plantae	introduced	plants	present	Cardiospermum grandiflorum Sw.	2507
Cardiospermum halicacabum L.	3189939	Plantae	introduced	plants	present	Cardiospermum halicacabum L.	2508
Carduus acanthoides L.	3114643	Plantae	established	plants	present	Carduus acanthoides L.	544
Carduus pycnocephalus L.	3114667	Plantae	introduced	plants	present	Carduus pycnocephalus L.	547
Carduus ×theriotii Rouy	4211074	Plantae	introduced	plants	present	Carduus ×theriotii Rouy	549
Carex crawfordii Fernald	2722380	Plantae	established	plants	present	Carex crawfordii Fernald	1155
Carex crus-corvi Shuttlew.	7795128	Plantae	introduced	plants	present	Carex crus-corvi Shuttlew.	1156
Carex grayi J.Carey	2726360	Plantae	introduced	plants	present	Carex grayi J.Carey	1157
Carex loliacea L.	2722973	Plantae	introduced	plants	present	Carex loliacea L.	1158
Carex melanostachya M.Bieb. ex Willd.	2723271	Plantae	established	plants	present	Carex melanostachya M.Bieb. ex Willd.	1159
Carex morrowii Boott	2722515	Plantae	introduced	plants	present	Carex morrowii Boott	1160
Carex muricata subsp. muricata	7227181	Plantae	introduced	plants	present	Carex muricata subsp. muricata	1161
