	gbifapi_acceptedScientificName	gbifapi_acceptedKey	kingdom	datasetName	firstObservationYearBE	firstObservationYearFL	invasionStage	habitat	nativeRange	introductionPathway	presenceBE	presenceFL	presenceWA	presenceBR	gbifapi_scientificName	index
742	Dianthus plumarius L.	3085412	Plantae	plants	1850.0		introduced	to be determined by experts	Europe	escape > horticulture	present	absent	present	absent	Dianthus plumarius L.	1040
743	Dianthus subacaulis Vill.	8012084	Plantae	plants	2002.0		established	to be determined by experts	Europe	escape > horticulture	present	absent	present	absent	Dianthus subacaulis Vill.	1041
744	Dianthus superbus L.	6363496	Plantae	plants	1850.0		introduced	to be determined by experts	Europe | Asia	escape > horticulture	present	present	absent	absent	Dianthus superbus L.	1042
745	Dichondra argentea Humb. & Bonpl. ex Willd.	2928668	Plantae	plants	2015.0		introduced	to be determined by experts	S. America	escape > horticulture	present	present	absent	absent	Dichondra argentea Humb. & Bonpl. ex Willd.	1107
746	Digitaria acuminatissima Stapf	4131963	Plantae	plants	1947.0		introduced	to be determined by experts	Africa	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Digitaria acuminatissima Stapf	1947
747	Digitaria aequiglumis (Hack. & Arechav.) Parodi	5676646	Plantae	plants	1997.0		established	to be determined by experts	S. America	contaminant > seed contaminant	present	present	absent	absent	Digitaria aequiglumis (Hack. & Arechav.) Parodi	1948
748	Digitaria brownii (Roem. & Schult.) Hughes	5289957	Plantae	plants	1911.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Digitaria brownii (Roem. & Schult.) Hughes	1949
749	Digitaria ciliaris (Retz.) Koeler	5289998	Plantae	plants	1883.0		introduced	to be determined by experts	Africa	contaminant > seed contaminant	present	present	absent	absent	Digitaria ciliaris subsp. nubica (Stapf) S.T. Blake	1951
750	Digitaria sanguinalis (L.) Scop.	5289972	Plantae	plants	1856.0		unknown	to be determined by experts	to be determined by experts	unknown	present	present	present	absent	Digitaria sanguinalis subsp. pectiniformis Henrard	1952
751	Digitaria violascens Link	5289995	Plantae	plants	1994.0		introduced	to be determined by experts	Africa | N. America | S. America | Asia | Oceania	contaminant > seed contaminant	present	present	absent	absent	Digitaria violascens Link	1954
752	Dikerogammarus villosus (Sowinsky, 1894)	4315705	Animalia	macroinvertebrates | wrims	2005.0	1997	established	freshwater | estuarine | to be determined by experts, primarily marine probably	Europe | to be determined by experts	corridor > interconnected waterways/basins/seas | to be determined by experts	present	present	to be determined by experts	to be determined by experts	Dikerogammarus villosus (Sowinsky, 1894)	182 | 9412
753	Dimorphotheca pluvialis (L.) Moench	5402363	Plantae	plants	2007.0		introduced	to be determined by experts	Africa	escape > horticulture	present	present	absent	absent	Dimorphotheca pluvialis (L.) Moench	609
754	Dinebra retroflexa (Vahl) Panz.	2703240	Plantae	plants	1994.0		introduced	to be determined by experts	Africa | Asia	contaminant > seed contaminant	present	present	absent	absent	Dinebra retroflexa (Vahl) Panz.	1959
755	Diplachne fusca subsp. fascicularis (Lam.) P.M.Peterson & N.Snow	8257546	Plantae	plants	1831.0		introduced	to be determined by experts	N. America | S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Diplachne fusca subsp. fascicularis (Lam.) P.M.Peterson & N.Snow	1960
756	Diplachne fusca subsp. fusca	7998563	Plantae	plants	1911.0		introduced	to be determined by experts	Africa | N. America | S. America | Asia | Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	absent	Diplachne fusca subsp. fusca	1961
757	Diplachne fusca subsp. uninervia (J.Presl) P.M.Peterson & N.Snow	8369366	Plantae	plants	1998.0		introduced	to be determined by experts	N. America | S. America	contaminant > seed contaminant	present	present	absent	absent	Diplachne fusca subsp. uninervia (J.Presl) P.M.Peterson & N.Snow	1963
758	Diplosoma listerianum (Milne-Edwards, 1841)	5200414	Animalia	wrims	2002.0		to be determined by experts | unknown	to be determined by experts, primarily marine probably	to be determined by experts	to be determined by experts	present		to be determined by experts	to be determined by experts	Diplosoma listerianum (Milne-Edwards, 1841)	9413 | 9414
759	Diplotaxis erucoides (L.) DC.	5376309	Plantae	plants	1920.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	present	present	present	Diplotaxis erucoides (L.) DC.	900
760	Diplotaxis virgata (Cav.) DC.	5376326	Plantae	plants	1997.0		introduced	to be determined by experts	Europe | Africa	contaminant > seed contaminant	present	present	absent	absent	Diplotaxis virgata (Cav.) DC.	901
761	Dipsacus laciniatus L.	2888814	Plantae	plants	1876.0		established	to be determined by experts	Europe | Asia	contaminant > transportation of habitat material (soil, vegetation,…)	present	present	present	present	Dipsacus laciniatus L.	1001
762	Dipsacus sativus (L.) Honckeny	2888816	Plantae	plants	1835.0		introduced	to be determined by experts	unknown	escape > horticulture	present	absent	present	absent	Dipsacus sativus (L.) Honckeny	1002
763	Dipsacus strigosus Willd.	7443846	Plantae	plants	2012.0		established	to be determined by experts	Europe | Asia	unknown	present	present	absent	present	Dipsacus strigosus Roem. & Schult.	1003
764	Disakisperma dubium (Kunth) P.M.Peterson & N.Snow	7549853	Plantae	plants	1921.0		introduced	to be determined by experts	N. America | S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Disakisperma dubium (Kunth) P.M.Peterson & N.Snow	1964
765	Dittrichia graveolens (L.) Greuter	3101193	Plantae	plants	1895.0		established	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > transportation of habitat material (soil, vegetation,…)	present	present	present	absent	Dittrichia graveolens (L.) Greuter	610
766	Dittrichia viscosa (L.) Greuter	3101184	Plantae	plants	1907.0		established	to be determined by experts	to be determined by experts	contaminant > transportation of habitat material (soil, vegetation,…)	present	present	present	absent	Dittrichia viscosa (L.) Greuter	611
767	Doronicum columnae Ten.	3143034	Plantae	plants	1886.0		established	to be determined by experts	Europe	escape > horticulture	present	present	present	absent	Doronicum columnae Ten.	612
768	Doronicum excelsum (N.E.Br.) Stace	3142974	Plantae	plants	1867.0		unknown	to be determined by experts	unknown	escape > horticulture	present	absent	present	absent	Doronicum excelsum (N.E.Br.) Stace	613
769	Doronicum plantagineum subsp. emarginatum (H.J.Coste) P.Fourn.	6077214	Plantae	plants	1824.0		established	to be determined by experts	Europe	escape > horticulture	present	present	present	present	Doronicum willdenowii (Rouy) A.W.Hill	614
770	Dorycnium hirsutum (L.) Ser.	2959124	Plantae	plants	2004.0		introduced	to be determined by experts	to be determined by experts	escape > horticulture	present	present	absent	absent	Dorycnium hirsutum (L.) Ser.	1273
771	Dorycnium pentaphyllum Scop.	2959128	Plantae	plants	1903.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Dorycnium pentaphyllum Scop.	1274
772	Dracocephalum moldavica L.	2927222	Plantae	plants	1862.0		introduced	to be determined by experts	Asia	escape > horticulture	present	present	absent	absent	Dracocephalum moldavica L.	1531
773	Dracocephalum parviflorum Nutt.	2927220	Plantae	plants	1893.0		introduced	to be determined by experts	N. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Dracocephalum parviflorum Nutt.	1532
774	Dracocephalum thymiflorum L.	2927224	Plantae	plants	1893.0		introduced	to be determined by experts	Asia	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	absent	present	absent	Dracocephalum thymiflorum L.	1533
775	Dreissena polymorpha (Pallas, 1771)	2287072	Animalia	macroinvertebrates	1834.0	1834	established	freshwater	Europe	corridor > interconnected waterways/basins/seas	present	present	to be determined by experts	to be determined by experts	Dreissena polymorpha (Pallas, 1771)	228
776	Drosera linearis Goldie	3190845	Plantae	plants	2006.0		introduced	to be determined by experts	N. America	escape > horticulture	present	absent	present	absent	Drosera linearis Goldie	1189
777	Dryopteris cycadina (Franch. & Sav.) C. Chr.	7319302	Plantae	plants	2006.0		introduced	to be determined by experts	Asia	escape > horticulture	present	present	absent	absent	Dryopteris cycadina (Franch. & Sav.) C. Chr.	1192
778	Dryopteris erythrosora (D. C. Eat.) O. Kuntze	8660202	Plantae	plants	2015.0		introduced	to be determined by experts	N. America	escape > horticulture	present	present	absent	absent	Dryopteris erythrosora (D. C. Eat.) O. Kuntze	1193
779	Duchesnea indica (Jacks.) Focke	3031919		harmonia	1950.0			terrestrial	Asia	escape > to be determined by experts	present	present	present	present	Duchesnea indica (Jacks.) Focke	69
780	Dugesia tigrina Girard	2502879	Animalia	macroinvertebrates	2004.0	2004	established	freshwater	N. America	unknown	present	present	to be determined by experts	to be determined by experts	Dugesia tigrina Girard	234
781	Dysphania ambrosioides (L.) Mosyakin & Clemants	5568446	Plantae	plants	1850.0		established	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Dysphania ambrosioides (L.) Mosyakin & Clemants	340
782	Dysphania botrys (L.) Mosyakin & Clemants	5568428	Plantae	plants	1829.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > transportation of habitat material (soil, vegetation,…)	present	present	present	absent	Dysphania botrys (L.) Mosyakin & Clemants	341
783	Dysphania carinata (R. Br.) Mosyakin & Clemants	5568424	Plantae	plants	1940.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	absent	Dysphania carinata (R. Br.) Mosyakin & Clemants	342
784	Dysphania cristata (F. Muell.) Mosyakin & Clemants	5568415	Plantae	plants	1899.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Dysphania cristata (F. Muell.) Mosyakin & Clemants	343
785	Dysphania glomulifera (Nees) Paul G. Wilson	7707087	Plantae	plants	1904.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Dysphania glomulifera (Nees) Paul G. Wilson	344
786	Dysphania multifida (L.) Mosyakin & Clemants	5568361	Plantae	plants	1882.0		introduced	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	present	Dysphania multifida (L.) Mosyakin & Clemants	345
787	Dysphania pseudomultiflora (Murr) Verloove & Lambinon	7877091	Plantae	plants	1947.0		introduced	to be determined by experts	Africa	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Dysphania pseudomultiflora (Murr) Verloove & Lambinon	346
788	Dysphania pumilio (R. Br.) Mosyakin & Clemants	5568339	Plantae	plants	1887.0		established	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Dysphania pumilio (R. Br.) Mosyakin & Clemants	347
789	Dysphania schraderiana (Schult.) Mosyakin & Clemants	5568322	Plantae	plants	1886.0		introduced	to be determined by experts	Africa	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	absent	Dysphania schraderiana (Schult.) Mosyakin & Clemants	348
790	Ecballium elaterium (L.) A. Rich.	2874680	Plantae	plants	1875.0		introduced	to be determined by experts	to be determined by experts	escape > horticulture	present	absent	present	absent	Ecballium elaterium (L.) A. Rich.	1148
791	Echinaria capitata (L.) Desf.	5674620	Plantae	plants	1880.0		introduced	to be determined by experts	to be determined by experts	unknown	present	present	present	absent	Echinaria capitata (L.) Desf.	1965
792	Echinochloa colona (L.) Link	2702812	Plantae	plants	1889.0		introduced	to be determined by experts	Africa | N. America | S. America | Asia | Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Echinochloa colona (L.) Link	1966
