Phylum/Division;Class;Genus;Species;Great Britain;France;Belgium;Netherlands;Environment;Notes;;;
Angiospermae;;Malus;x purpurea;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Malva;alcea;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Malva;alcea ribifolia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Malva;cretica;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Malva;neglecta;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Malva;nicaeensis;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Malva;parviflora;present;not confirmed;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Malva;pusilla;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Malva;sylvestris;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Malva;verticillata;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Malvastrum;americanum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Malvastrum;coromandelianum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Mariscus;congestus;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Marrubium;peregrinum;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Matricaria;discoidea;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Matricaria;recutita;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Matricaria;recutita coronata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Matricaria;suffruticosa;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Matthiola;incana;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Matthiola;longipetala;present;present;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Matthiola;longipetala bicornis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Meconopsis;cambrica;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;arborea;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;carstiensis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;ciliaris;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;intertexta;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;laciniata;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Medicago;littoralis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;monantha;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;murex;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;orbicularis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;polymorpha;not confirmed;not confirmed;present;present;terrestrial;;;;
Angiospermae;;Medicago;praecox;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Medicago;rigidula;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;rugosa;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;sativa;present;present;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Medicago;scutellata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;soleirolii;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;tornata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;truncatula;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Medicago;turbinata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Medicago;x varia;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Melaleuca;quinquenervia;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Melampodium;montanum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Melampyrum;arvense;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Melia;azedarach;present;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Melica;altissima;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Melilotus;albus;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Melilotus;altissimus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Melilotus;indicus;present;not confirmed;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Melilotus;messanensis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Melilotus;officinalis;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Melilotus;sulcatus;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Melilotus;wolgicus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Melissa;officinalis;present;not confirmed;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Mentha;requienii;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Mentha;spicata;present;present;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Mentha;spicata glabrata;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Mentha;suaveolens;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Angiospermae;;Mentha;x gentilis;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Mentha;x gracilis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Mentha;x niliaca;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Mentha;x piperita;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Mentha;x piperita;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Mentha;x smithiana;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Mentha;x villosa;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Mentha;x villosonervata;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Mercurialis;annua;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Mercurialis;ovata;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Merremia;tuberosa;present;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Mesembryanthemum;crystallinum;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Mesembryanthemum;nodiflorum piperita;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Mespilus;germanica;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Mibora;minima;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Miconia;calvescens;present;not confirmed;present;present;terrestrial;;;;
Angiospermae;;Microlonchus;salmanticus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Micropus;supinus;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Micropyrum;tenellum;not confirmed;not confirmed;not confirmed;present;terrestrial;;;;
Angiospermae;;Milium;vernale;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Mimulus;agg.;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Mimulus;guttatus;present;present;present;present;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Mimulus;luteus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Mimulus;moschatus;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Mimulus;x burnetii;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Mimulus;x maculosus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Mimulus;x polymaculus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Eudicotyledoneae;Mimulus;x robertsii;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Minuartia;glomerata;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Minuartia;hamata;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Minuartia;laricifolia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Minuartia;mediterranea;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Mirabilis;jalapa;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Miscanthus;sacchariflorus;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Miscanthus;sinensis;present;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Misopates;calycinum;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Misopates;orontium;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Modiola;caroliniana;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Moenchia;mantica;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Mollugo;verticillata;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Moneses;uniflora;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Monsonia;angustifolia;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Monsonia;brevirostrata;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Morus;alba;not confirmed;present;present;not confirmed;terrestrial;;;;
Angiospermae;;Morus;nigra;present;present;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Muehlenbeckia;complexa;present;present;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Muhlenbergia;mexicana;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Muscari;armeniacum;present;present;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Muscari;botryoides;present;not confirmed;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Muscari;comosum;present;not confirmed;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Myagrum;perfoliatum;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;;Myoporum;tenuifolium;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Myosotis;arvensis;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Myrica;pensylvanica;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Myricaria;germanica;not confirmed;not confirmed;present;not confirmed;terrestrial;;;;
Angiospermae;Eudicotyledoneae;Myriophyllum;aquaticum;present;present;present;present;freshwater;;;;
Angiospermae;Eudicotyledoneae;Myriophyllum;heterophyllum;present;present;present;present;freshwater;;;;
Angiospermae;Eudicotyledoneae;Myriophyllum;verrucosum;present;not confirmed;not confirmed;not confirmed;freshwater;;;;
Angiospermae;;Myrrhis;odorata;present;not confirmed;present;present;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Myrtus;luma;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;Monocotyledoneae;Najas;flexilis;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;Monocotyledoneae;Najas;graminea;present;present;not confirmed;not confirmed;freshwater;;;;
Angiospermae;;Narcissus;bulbocodium;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Narcissus;cyclamineus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Narcissus;jonquilla;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Narcissus;minor;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Narcissus;papyraceus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Narcissus;poeticus;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Narcissus;poeticus poeticus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Narcissus;pseudonarcissus major;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Narcissus;pseudonarcissus obvallaris;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Narcissus;tazetta;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Narcissus;triandrus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Narcissus;x incomparabilis;present;not confirmed;present;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Narcissus;x intermedius;not confirmed;present;not confirmed;not confirmed;terrestrial;;;;
Angiospermae;;Narcissus;x medioluteus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
Angiospermae;;Narcissus;x monochromus;present;not confirmed;not confirmed;not confirmed;terrestrial;data based solely on DAISIE portal;;;
